"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","origin_binomial","age","vac_hes","child","news_opposite","new_region","new_back_normal","new_finance_plan"
"76",76,3,3,4,2,1,3,3,4,4,4,3,4,4,3,4,2,5,6,5,6,4,4,75,2,4,2,3,4,2,4,2,1,3,2,3,3,4,2,4,3,49,3,1,5,2,12,1,1,4,5,1,2,3,51,2.71428571428571,3.83333333333333,3,5.2,3.16666666666667,3,"Female","pg","natural",1,28,0,"no",5,"izmir","more12months",4
"77",77,2,4,2,2,4,4,4,4,3,4,2,3,2,2,2,3,4,2,3,2,2,1,50,2,4,3,4,4,4,4,3,4,4,3,3,4,4,4,4,2,50,3,3,2,6,8,1,1,5,4,1,2,3,0,3.14285714285714,3,2.33333333333333,2.6,3.83333333333333,3.66666666666667,"Female","ug","not_sure",0,24,0,"no",1,"other","less6months",1
"78",78,2,1,1,1,1,2,1,3,2,5,4,3,5,3,2,1,6,4,3,5,4,1,85,2,4,3,4,4,1,4,4,3,4,3,3,3,3,3,3,1,70,3,1,0,3,8,1,1,3,4,1,2,3,50,1.28571428571429,3.66666666666667,2,4.4,3.33333333333333,3,"Female","ug","natural",1,24,0,"no",4,"ankara","other",1
"79",79,1,2,4,3,2,2,2,5,5,5,5,3,5,5,5,2,6,6,1,6,3,6,90,2,3,3,1,4,3,1,3,1,2,2,4,2,2,2,2,2,70,1,1,5,4,12,1,1,2,5,1,2,1,70,2.28571428571429,4.66666666666667,4,4.4,2.5,2.33333333333333,"Female","pg","natural",1,28,1,"no",3,"istanbul","more12months",6
"80",80,2,2,3,1,1,2,2,3,5,3,2,2,3,2,4,3,3,6,5,3,3,4,50,2,4,3,2,4,3,2,4,3,3,4,2,2,4,1,4,2,80,1,3,5,4,14,1,1,2,5,1,2,1,70,1.85714285714286,3,3,4,3,2.83333333333333,"Female","pg","not_sure",0,30,1,"no",3,"istanbul","more12months",4
"81",81,1,3,2,3,2,2,3,4,4,5,4,3,4,3,3,4,4,5,5,2,2,1,50,2,4,3,4,4,2,3,1,2,3,2,2,2,3,2,3,1,81,3,1,5,5,9,1,1,43,4,1,2,4,12,2.28571428571429,4,3.33333333333333,3.6,3.33333333333333,2.33333333333333,"Female","ug","natural",1,25,0,"no",2,"other","more12months",1
"82",82,3,3,3,3,3,2,1,4,4,4,4,4,4,4,5,4,6,4,6,4,2,1,100,2,2,2,3,2,2,2,4,3,3,4,4,4,4,4,4,2,60,1,3,0,4,21,1,1,4,5,1,1,3,75,2.57142857142857,4,4.33333333333333,4.4,2.16666666666667,4,"Female","pg","not_sure",0,37,1,"yes",3,"izmir","other",1
"83",83,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,2,3,4,2,4,100,2,3,3,4,1,3,3,3,3,3,4,3,3,4,4,4,3,1,3,3,3,2,36,1,1,44,4,1,1,3,50,2,3,4,2.8,2.83333333333333,3.66666666666667,"Female","ug","not_sure",0,52,0,"yes",5,"other","less6months",4
"84",84,2,2,2,2,2,3,2,2,3,4,3,4,4,4,4,4,2,3,5,2,1,4,40,2,4,3,2,4,3,3,1,1,4,4,3,3,4,2,3,4,95,2,2,5,2,11,1,1,4,4,1,2,3,60,2.14285714285714,3.33333333333333,4,2.6,3.16666666666667,3.16666666666667,"Female","ug","artificial",0,27,0,"no",5,"izmir","more12months",4
"85",85,1,1,2,1,2,1,1,3,5,4,1,2,2,2,3,4,3,4,5,5,5,1,0,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,19,2,1,1,5,27,2,1,2,4,1,2,3,97,1.28571428571429,2.83333333333333,3,4.4,1.83333333333333,1.66666666666667,"Male","ug","natural",1,43,0,"no",2,"istanbul","less6months",1
"86",86,1,2,1,1,1,2,1,2,3,1,3,4,5,2,2,2,6,6,3,5,2,5,100,2,3,1,1,2,2,3,3,1,3,4,4,3,3,3,4,3,85,1,2,4,3,49,2,1,4,4,1,1,3,60,1.28571428571429,3,2,4.4,2,3.5,"Male","ug","artificial",0,65,1,"yes",4,"izmir","6to12months",5
"87",87,1,1,1,1,1,2,1,5,5,4,4,4,5,1,5,1,3,2,6,4,3,6,74,2,3,1,1,2,2,2,4,3,3,4,4,4,3,4,4,4,10,3,2,4,4,30,1,1,42,4,1,1,3,88,1.14285714285714,4.5,2.33333333333333,3.6,1.83333333333333,3.83333333333333,"Female","ug","artificial",0,46,0,"yes",3,"other","6to12months",6
"88",88,1,1,4,2,2,2,1,4,2,3,4,4,5,4,5,4,3,3,3,3,1,4,44,2,3,1,1,3,1,1,3,2,4,2,2,3,2,2,3,1,49,1,1,4,4,10,1,1,2,4,1,2,3,40,1.85714285714286,3.66666666666667,4.33333333333333,2.6,1.66666666666667,2.33333333333333,"Female","ug","natural",1,26,1,"no",3,"istanbul","6to12months",4
"89",89,2,2,2,2,2,2,1,4,4,4,4,4,5,3,4,1,5,6,3,4,2,2,70,2,3,2,3,4,1,1,2,2,3,3,2,4,4,2,3,1,11,3,3,3,4,13,2,1,4,4,1,2,1,20,1.85714285714286,4.16666666666667,2.66666666666667,4,2.33333333333333,3,"Male","ug","not_sure",0,29,0,"no",3,"izmir","less6months",2
"90",90,4,4,4,1,3,4,3,4,4,4,5,3,5,5,5,4,3,4,4,1,1,4,100,3,4,2,4,3,4,3,2,3,3,4,3,4,4,4,4,4,50,1,1,5,2,15,1,1,2,5,1,2,1,51,3.28571428571429,4.16666666666667,4.66666666666667,2.6,3.33333333333333,3.83333333333333,"Female","pg","natural",1,31,1,"no",5,"istanbul","more12months",4
"91",91,1,1,1,1,1,1,1,5,4,2,4,4,4,1,3,2,6,5,3,5,5,5,70,2,4,3,4,4,3,2,2,2,3,4,3,3,4,4,4,2,10,3,2,2,3,36,2,1,4,2,1,1,3,51,1,3.83333333333333,2,4.8,3.33333333333333,3.66666666666667,"Male","below_ug","artificial",0,52,0,"yes",4,"izmir","less6months",5
"92",92,2,1,1,1,1,3,2,5,2,5,4,4,4,4,4,1,2,2,3,4,2,1,56.8690843621399,2,3,3,3,1,3,3,3,3,5,4,4,3,4,4,4,2,0,1,1,0,4,56,2,1,4,3,1,1,1,36,1.57142857142857,4,3,2.6,2.66666666666667,3.83333333333333,"Male","below_ug","natural",1,72,1,"yes",3,"izmir","other",1
"93",93,2,1,2,2,2,2,2,4,4,4,4,4,4,4,4,2,3,2,2,2,3,4,80,2,3,3,3,3,3,3,3,2,3,4,3,3,4,4,3,3,55,1,1,5,3,49,2,1,4,4,1,1,3,60,1.85714285714286,4,3.33333333333333,2.4,3,3.5,"Male","ug","natural",1,65,1,"yes",4,"izmir","more12months",4
"94",94,1,1,2,2,1,1,1,4,3,4,4,3,4,4,5,4,3,4,2,5,5,4,71,2,3,1,1,3,2,3,1,1,4,4,4,4,4,4,4,2,26,3,2,5,2,53,2,1,4,3,1,1,3,81,1.28571428571429,3.66666666666667,4.33333333333333,3.8,2.16666666666667,4,"Male","below_ug","artificial",0,69,0,"yes",5,"izmir","more12months",4
"95",95,2,1,2,2,1,4,1,2,2,2,2,2,2,3,4,2,3,3,2,4,5,7,79,2,4,3,1,2,3,3,2,1,4,4,4,3,4,4,3,3,46,3,2,4,3,6,1,1,4,3,1,2,3,6,1.85714285714286,2,3,3.4,2.66666666666667,3.66666666666667,"Female","below_ug","artificial",0,22,0,"no",4,"izmir","6to12months",0
"96",96,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,6,6,6,6,5,1,100,2,1,1,1,1,1,3,4,4,3,4,3,4,2,4,4,3,49.8004646360351,3,3,3,6,44,1,1,4,3,1,2,3,40,1,2.33333333333333,1,5.8,1.33333333333333,3.5,"Female","below_ug","not_sure",0,60,0,"no",1,"izmir","less6months",1
"97",97,2,2,3,3,2,2,3,4,4,4,4,4,4,4,4,2,6,2,2,6,3,5,100,2,4,3,3,4,3,4,4,2,4,4,4,4,4,4,4,3,100,1,2,4,3,51,2,1,4,4,1,1,3,50,2.42857142857143,4,3.33333333333333,3.8,3.5,4,"Male","ug","artificial",0,67,1,"yes",4,"izmir","6to12months",5
"98",98,2,2,1,2,1,3,1,3,3,4,4,3,4,3,4,1,4,2,3,4,2,3,61,2,3,3,3,3,2,1,2,2,2,4,3,3,4,4,3,3,68,1,3,5,2,35,2,1,4,3,1,1,3,52,1.71428571428571,3.5,2.66666666666667,3,2.5,3.5,"Male","below_ug","not_sure",0,51,1,"yes",5,"izmir","more12months",3
"99",99,1,1,2,2,1,1,1,2,2,2,4,4,4,2,4,2,2,3,3,5,2,4,36,2,2,1,1,3,1,1,2,1,3,3,2,3,3,4,3,1,35,1,3,3,4,49,2,1,4,4,1,1,3,77,1.28571428571429,3,2.66666666666667,3,1.5,3,"Male","ug","not_sure",0,65,1,"yes",3,"izmir","less6months",4
"100",100,2,1,2,2,1,2,2,4,2,3,4,4,4,4,4,4,3,3,3,2,5,4,48,1,3,1,1,2,2,4,2,3,4,4,3,4,4,4,4,4,24,1,3,5,4,45,1,1,4,5,1,2,1,29,1.71428571428571,3.5,4,3.2,2.16666666666667,3.83333333333333,"Female","pg","not_sure",0,61,1,"no",3,"izmir","more12months",4
"101",101,2,2,2,2,2,2,2,4,2,3,3,3,4,4,4,4,3,4,4,5,3,4,31,2,3,4,2,3,3,4,2,2,3,4,4,3,4,4,4,2,30,3,2,5,3,42,1,1,4,4,1,2,3,61,2,3.16666666666667,4,3.8,3.16666666666667,3.83333333333333,"Female","ug","artificial",0,58,0,"no",4,"izmir","more12months",4
"102",102,2,1,2,2,1,1,2,2,2,2,4,4,5,4,5,3,4,2,3,5,3,4,90,2,4,1,4,3,2,4,3,2,3,4,4,4,4,4,4,2,50,3,2,3,4,45,2,1,4,4,1,1,3,80,1.57142857142857,3.16666666666667,4,3.4,3,4,"Male","ug","artificial",0,61,0,"yes",3,"izmir","less6months",4
"103",103,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,1,6,6,3,1,7,80,1,2,1,4,3,1,1,1,2,3,4,4,4,4,1,4,2,25,3,1,3,5,17,2,1,2,5,1,2,3,100,1,1.5,4.33333333333333,3.4,2,3.5,"Male","pg","natural",1,33,0,"no",2,"istanbul","less6months",0
"104",104,1,1,1,1,1,1,1,5,3,4,4,4,4,1,2,3,3,4,3,4,3,2,100,2,3,2,3,4,2,2,4,3,3,4,2,4,4,3,4,1,40,1,1,5,3,10,2,1,11,3,1,2,3,44,1,4,2,3.4,2.66666666666667,3.5,"Male","below_ug","natural",1,26,1,"no",4,"other","more12months",2
"105",105,4,2,3,4,2,4,1,3,1,1,5,3,5,5,5,5,1,3,5,1,1,3,0,1,4,1,4,4,3,4,1,1,3,4,4,4,4,4,4,4,60,1,1,5,2,15,2,1,2,4,1,2,1,9,2.85714285714286,3,5,2.2,3.33333333333333,4,"Male","ug","natural",1,31,1,"no",5,"istanbul","more12months",3
"106",106,3,2,2,4,1,3,1,4,3,3,4,4,5,5,5,3,4,4,6,1,2,1,65,2,3,1,1,1,2,2,1,1,4,4,4,4,4,4,4,2,70,1,1,5,1,9,1,1,2,3,1,2,3,10,2.28571428571429,3.83333333333333,4.33333333333333,3.4,1.66666666666667,4,"Female","below_ug","natural",1,25,1,"no",6,"istanbul","more12months",1
"107",107,2,1,2,2,3,4,1,2,4,3,1,3,3,2,3,1,2,5,3,2,6,2,56.8690843621399,2,3,2,4,4,1,3,2,2,3,4,4,3,4,4,4,3,91,3,3,4,2,37,1,1,3,4,1,1,1,21,2.14285714285714,2.66666666666667,2,3.6,2.83333333333333,3.83333333333333,"Female","ug","not_sure",0,53,0,"yes",5,"ankara","6to12months",2
"108",108,2,1,2,1,1,2,1,3,3,2,2,2,3,3,4,3,4,3,5,4,4,2,80,1,1,1,3,1,3,2,2,3,3,4,4,3,4,4,4,2,30,1,1,2,4,12,1,1,2,4,1,2,3,85,1.42857142857143,2.5,3.33333333333333,4,1.83333333333333,3.83333333333333,"Female","ug","natural",1,28,1,"no",3,"istanbul","less6months",2
"109",109,3,2,2,2,1,3,2,4,3,4,4,4,4,2,4,3,3,3,4,3,1,2,0,1,4,4,4,4,3,4,3,2,3,4,3,4,4,1,3,2,15,1,3,5,4,9,2,1,53,4,1,2,3,10,2.14285714285714,3.83333333333333,3,2.8,3.83333333333333,3.16666666666667,"Male","ug","not_sure",0,25,1,"no",3,"other","more12months",2
"110",110,1,1,1,1,1,2,1,2,2,2,5,5,4,2,3,2,5,6,5,5,4,2,75,1,2,2,1,1,1,2,3,2,4,4,3,4,3,4,4,3,20,3,3,4,3,39,1,1,24,5,1,1,3,85,1.14285714285714,3.33333333333333,2.33333333333333,5,1.5,3.66666666666667,"Female","pg","not_sure",0,55,0,"yes",4,"other","6to12months",2
"111",111,1,1,1,1,2,1,1,3,3,2,5,4,5,5,2,4,4,2,3,5,2,5,83,2,3,3,1,3,1,3,1,1,5,4,2,4,2,1,1,4,84,1,1,5,3,50,2,1,4,4,1,1,3,70,1.14285714285714,3.66666666666667,3.66666666666667,3.2,2.33333333333333,2.33333333333333,"Male","ug","natural",1,66,1,"yes",4,"izmir","more12months",5
"112",112,4,2,3,4,2,2,3,3,3,3,5,5,5,5,5,3,6,5,3,5,2,6,66,2,4,3,2,2,3,3,3,3,4,4,4,4,3,3,4,2,79,3,3,5,1,34,1,1,4,4,1,1,3,81,2.85714285714286,4,4.33333333333333,4.2,2.83333333333333,3.66666666666667,"Female","ug","not_sure",0,50,0,"yes",6,"izmir","more12months",6
"113",113,2,1,1,2,1,2,3,5,4,3,5,5,5,4,5,4,5,6,1,3,2,5,10,2,4,3,2,4,3,4,2,3,5,3,3,3,4,1,3,1,90,1,1,4,4,6,1,1,2,4,1,2,3,70,1.71428571428571,4.5,4.33333333333333,3.4,3.33333333333333,2.83333333333333,"Female","ug","natural",1,22,1,"no",3,"istanbul","6to12months",5
"114",114,2,2,2,2,2,2,2,3,3,2,4,4,4,3,3,2,3,2,2,3,2,4,50,2,4,4,4,4,3,4,1,1,4,4,4,4,4,4,4,2,70,1,1,5,1,10,2,1,11,4,1,2,3,40,2,3.33333333333333,2.66666666666667,2.4,3.83333333333333,4,"Male","ug","natural",1,26,1,"no",6,"other","more12months",4
"115",115,2,1,1,1,1,2,1,3,3,3,2,4,4,4,4,3,3,2,4,3,5,4,45,2,3,1,1,4,1,2,2,2,3,4,3,4,4,4,4,1,39,1,2,5,4,34,2,1,4,4,1,1,3,49,1.28571428571429,3.16666666666667,3.66666666666667,3.4,2,3.83333333333333,"Male","ug","artificial",0,50,1,"yes",3,"izmir","more12months",4
"116",116,2,3,3,2,2,3,2,5,3,4,4,4,4,3,4,2,3,5,5,3,3,3,68,2,4,4,3,4,4,4,4,1,3,4,4,4,4,4,4,4,90,1,2,4,4,29,2,1,4,4,1,1,3,50,2.42857142857143,4,3,3.8,3.83333333333333,4,"Male","ug","artificial",0,45,1,"yes",3,"izmir","6to12months",3
"117",117,2,4,3,3,1,2,3,3,2,2,5,5,4,4,3,4,2,2,2,3,3,4,100,2,4,4,1,3,2,3,2,2,4,4,4,4,4,3,4,2,18,3,3,3,3,51,2,1,4,4,1,1,3,64,2.57142857142857,3.5,3.66666666666667,2.4,2.83333333333333,3.83333333333333,"Male","ug","not_sure",0,67,0,"yes",4,"izmir","less6months",4
"118",118,1,1,1,1,1,1,1,4,2,4,2,3,2,2,2,3,3,3,3,4,3,3,100,2,3,2,1,1,1,1,1,1,2,4,2,4,4,2,2,1,33,1,3,5,4,49,2,1,4,4,1,1,3,48,1,2.83333333333333,2.33333333333333,3.2,1.5,3,"Male","ug","not_sure",0,65,1,"yes",3,"izmir","more12months",3
"119",119,1,1,2,1,1,1,1,3,3,4,4,4,4,3,3,3,6,5,4,5,4,5,51,2,4,3,4,3,3,3,2,2,3,3,4,3,4,4,4,3,26,1,3,5,4,20,1,1,4,5,1,2,1,36,1.14285714285714,3.66666666666667,3,4.8,3.33333333333333,3.66666666666667,"Female","pg","not_sure",0,36,1,"no",3,"izmir","more12months",5
"120",120,2,4,2,2,3,2,4,2,4,2,4,4,3,3,4,4,2,3,1,3,3,1,90,2,4,4,3,1,3,4,3,2,5,4,3,4,4,4,3,2,50,1,3,5,3,50,1,1,2,4,1,1,3,50,2.71428571428571,3.16666666666667,3.66666666666667,2.4,3.16666666666667,3.66666666666667,"Female","ug","not_sure",0,66,1,"yes",4,"istanbul","more12months",1
"121",121,2,1,3,3,3,2,3,3,3,3,4,3,4,3,4,4,4,2,3,4,3,2,77,2,3,2,3,2,2,3,3,2,3,4,3,3,4,4,4,2,52,3,3,3,3,41,1,1,4,4,1,1,3,56,2.42857142857143,3.33333333333333,3.66666666666667,3.2,2.5,3.66666666666667,"Female","ug","not_sure",0,57,0,"yes",4,"izmir","less6months",2
"122",122,2,1,1,2,1,1,1,5,2,5,2,3,4,4,5,3,3,3,4,2,2,7,50,1,2,2,2,2,2,2,4,2,3,3,3,3,4,3,3,1,30,1,3,5,3,13,1,1,42,4,1,2,1,100,1.28571428571429,3.5,4,2.8,2,3.16666666666667,"Female","ug","not_sure",0,29,1,"no",4,"other","more12months",0
"123",123,2,1,1,1,3,2,2,2,2,1,1,4,5,2,3,3,3,5,6,5,4,5,85,2,2,2,3,1,1,1,3,1,3,4,4,2,3,3,4,2,75,1,1,5,2,41,2,1,4,4,1,1,3,50,1.71428571428571,2.5,2.66666666666667,4.6,1.66666666666667,3.33333333333333,"Male","ug","natural",1,57,1,"yes",5,"izmir","more12months",5
"124",124,3,2,2,2,3,3,2,4,3,3,4,5,4,4,4,3,4,3,4,3,3,2,34,2,4,2,2,3,3,2,2,1,5,2,1,3,3,2,3,1,91,1,1,2,3,6,1,1,14,3,2,2,1,42,2.42857142857143,3.83333333333333,3.66666666666667,3.4,2.66666666666667,2.33333333333333,"Female","below_ug","natural",1,22,1,"no",4,"other","less6months",2
"125",125,4,3,2,2,3,3,4,3,2,3,2,3,4,4,4,4,3,2,3,3,2,4,0,2,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4,3,60,1,1,5,5,17,1,1,2,4,1,2,3,20,3,2.83333333333333,4,2.6,3.83333333333333,4,"Female","ug","natural",1,33,1,"no",2,"istanbul","more12months",4
"126",126,1,1,1,2,2,1,1,4,3,4,3,3,4,4,4,4,3,2,3,4,2,4,80,2,4,2,3,3,2,3,2,1,3,4,4,4,4,4,4,3,50,3,2,4,4,19,1,1,2,4,1,2,3,60,1.28571428571429,3.5,4,2.8,2.83333333333333,4,"Female","ug","artificial",0,35,0,"no",3,"istanbul","6to12months",4
"127",127,3,1,4,2,4,2,2,2,3,2,5,5,4,4,4,2,6,6,5,5,3,4,81,2,4,3,3,4,3,3,2,2,4,4,4,4,4,4,4,1,50,1,1,4,4,46,2,1,44,4,1,1,3,55,2.57142857142857,3.5,3.33333333333333,5,3.33333333333333,4,"Male","ug","natural",1,62,1,"yes",3,"other","6to12months",4
"128",128,2,2,2,2,2,2,2,3,3,3,3,3,4,1,2,2,4,5,3,3,4,3,11,1,3,1,1,2,1,2,3,3,3,4,3,4,4,4,4,2,30,3,3,4,6,18,1,1,2,5,1,2,1,64,2,3.16666666666667,1.66666666666667,3.8,1.66666666666667,3.83333333333333,"Female","pg","not_sure",0,34,0,"no",1,"istanbul","6to12months",3
"129",129,2,2,2,2,2,2,1,2,2,2,4,2,3,3,4,3,3,2,3,2,4,1,0,1,4,2,3,4,3,3,3,3,4,4,4,4,4,4,4,1,81,1,1,0,3,15,2,1,5,3,1,2,1,50,1.85714285714286,2.5,3.33333333333333,2.8,3.16666666666667,4,"Male","below_ug","natural",1,31,1,"no",4,"other","other",1
"130",130,2,2,1,2,2,3,2,3,2,3,3,4,4,4,5,4,4,3,4,3,3,1,52,2,4,3,3,4,3,4,3,2,3,4,3,4,3,3,4,4,45,1,3,4,1,7,2,1,3,3,1,2,1,88,2,3.16666666666667,4.33333333333333,3.4,3.5,3.5,"Male","below_ug","not_sure",0,23,1,"no",6,"ankara","6to12months",1
"131",131,1,1,1,1,1,1,1,3,3,2,3,3,3,4,4,3,3,3,3,3,2,3,81,2,4,2,3,4,3,4,3,1,4,4,4,4,4,1,4,2,11,3,2,4,2,35,1,1,3,5,1,1,4,46,1,2.83333333333333,3.66666666666667,2.8,3.33333333333333,3.5,"Female","pg","artificial",0,51,0,"yes",5,"ankara","6to12months",3
"132",132,2,1,2,2,3,1,1,3,2,2,3,3,3,2,3,2,3,2,4,5,4,2,93,2,3,2,3,3,2,1,2,3,2,4,3,2,4,4,3,3,49,3,2,5,2,48,1,1,4,3,1,1,3,51,1.71428571428571,2.66666666666667,2.33333333333333,3.6,2.33333333333333,3.33333333333333,"Female","below_ug","artificial",0,64,0,"yes",5,"izmir","more12months",2
"133",133,2,1,2,2,2,2,2,2,2,2,5,5,4,4,5,4,2,2,2,3,2,2,0,2,4,3,4,4,3,4,1,1,4,1,4,3,4,4,4,2,0,3,3,3,1,35,1,1,4,3,1,1,4,0,1.85714285714286,3.33333333333333,4.33333333333333,2.2,3.66666666666667,3.33333333333333,"Female","below_ug","not_sure",0,51,0,"yes",6,"izmir","less6months",2
"134",134,2,1,1,4,1,2,1,2,1,2,2,4,5,2,2,1,6,6,4,6,5,7,84,2,3,2,1,1,2,2,4,4,3,4,4,4,4,4,4,4,13,3,2,5,5,25,1,1,4,4,1,1,3,100,1.71428571428571,2.66666666666667,1.66666666666667,5.4,1.83333333333333,4,"Female","ug","artificial",0,41,0,"yes",2,"izmir","more12months",0
"135",135,1,1,1,2,1,1,1,5,5,2,4,4,4,1,1,1,6,6,2,6,2,5,58,2,1,1,4,1,1,1,4,1,3,4,4,3,4,4,4,2,100,1,2,5,2,18,2,1,4,5,1,1,3,53,1.14285714285714,4,1,4.4,1.5,3.83333333333333,"Male","pg","artificial",0,34,1,"yes",5,"izmir","more12months",5
"136",136,1,1,1,1,1,1,1,3,5,2,2,4,4,3,4,3,3,3,3,3,2,4,90,2,3,3,2,2,2,2,3,2,4,4,4,4,4,4,4,4,17,1,3,3,4,39,1,1,3,4,1,1,3,39,1,3.33333333333333,3.33333333333333,2.8,2.33333333333333,4,"Female","ug","not_sure",0,55,1,"yes",3,"ankara","less6months",4
"137",137,2,1,2,2,2,1,2,3,4,2,3,2,3,3,3,3,4,2,2,3,4,4,80,2,3,1,4,4,3,2,3,3,3,4,3,3,4,2,3,2,51,3,2,4,3,23,2,1,4,3,1,1,3,70,1.71428571428571,2.83333333333333,3,3,2.83333333333333,3.16666666666667,"Male","below_ug","artificial",0,39,0,"yes",4,"izmir","6to12months",4
"138",138,2,1,1,1,1,1,2,4,4,4,4,3,4,3,3,2,6,5,6,5,2,2,80,2,4,2,3,3,2,1,1,3,5,4,4,4,3,4,4,2,25,1,3,2,3,49,2,1,2,4,1,1,3,51,1.28571428571429,3.83333333333333,2.66666666666667,4.8,2.5,3.83333333333333,"Male","ug","not_sure",0,65,1,"yes",4,"istanbul","less6months",2
"139",139,1,2,1,3,1,1,1,2,2,3,2,3,4,2,3,1,4,3,6,4,4,2,60,2,2,1,4,2,3,2,1,3,3,4,3,4,4,3,4,4,7,2,2,4,4,15,1,1,2,4,1,2,4,36,1.42857142857143,2.66666666666667,2,4.2,2.33333333333333,3.66666666666667,"Female","ug","artificial",0,31,0,"no",3,"istanbul","6to12months",2
"140",140,1,2,2,3,1,2,1,3,2,2,2,4,1,4,5,4,4,3,2,3,3,4,53,2,4,3,4,2,3,3,4,1,3,4,4,4,4,4,4,2,53,3,2,5,3,34,1,1,4,4,1,2,3,11,1.71428571428571,2.33333333333333,4.33333333333333,3,3.16666666666667,4,"Female","ug","artificial",0,50,0,"no",4,"izmir","more12months",4
"141",141,1,1,3,1,1,1,2,4,4,4,4,4,4,3,4,2,3,4,5,4,3,4,75,2,4,3,3,1,3,3,3,3,4,4,4,4,4,4,4,4,50,1,2,5,3,34,1,1,53,5,1,1,3,90,1.42857142857143,4,3,3.8,2.83333333333333,4,"Female","pg","artificial",0,50,1,"yes",4,"other","more12months",4
"142",142,4,2,4,4,4,4,4,2,2,2,5,5,5,5,5,4,2,2,4,3,2,5,85,2,3,4,3,3,3,4,3,3,4,4,3,4,4,4,4,4,25,3,2,4,1,13,1,1,76,5,1,1,3,12,3.71428571428571,3.5,4.66666666666667,2.6,3.33333333333333,3.83333333333333,"Female","pg","artificial",0,29,0,"yes",6,"other","6to12months",5
"143",143,1,1,1,1,1,1,1,3,3,2,3,3,4,2,3,2,5,5,4,5,5,4,47,2,2,2,3,2,2,2,2,1,5,4,4,4,4,4,4,2,36,3,2,2,5,18,1,1,2,5,1,2,1,44,1,3,2.33333333333333,4.8,2.16666666666667,4,"Female","pg","artificial",0,34,0,"no",2,"istanbul","less6months",4
"144",144,2,2,2,2,1,2,1,5,2,4,1,2,3,5,5,5,2,5,5,5,3,4,88,1,2,2,3,1,3,4,3,3,3,4,4,4,4,4,4,3,26,3,2,0,4,42,1,1,4,4,1,1,3,53,1.71428571428571,2.83333333333333,5,4,2.5,4,"Female","ug","artificial",0,58,0,"yes",3,"izmir","other",4
"145",145,2,1,1,1,1,1,1,3,3,2,4,1,3,1,4,2,6,3,2,5,5,7,50,2,3,1,4,1,1,2,3,3,3,3,4,3,4,4,4,1,49,3,3,5,6,28,1,1,2,4,1,1,3,35,1.14285714285714,2.66666666666667,2.33333333333333,4.2,2,3.66666666666667,"Female","ug","not_sure",0,44,0,"yes",1,"istanbul","more12months",0
"146",146,1,1,2,1,1,1,1,5,5,5,4,4,5,4,5,4,6,3,3,4,3,7,90,2,3,2,2,2,2,3,4,3,3,4,1,4,2,1,2,1,15,1,2,3,5,22,1,1,4,5,1,2,1,79,1.14285714285714,4.66666666666667,4.33333333333333,3.8,2.33333333333333,2.33333333333333,"Female","pg","artificial",0,38,1,"no",2,"izmir","less6months",0
"147",147,1,1,1,2,4,1,1,4,2,4,3,3,4,5,5,1,5,5,2,5,1,6,100,1,2,2,3,2,1,2,3,3,3,4,3,4,4,4,4,2,0,1,3,5,4,14,2,1,3,4,1,2,1,40,1.57142857142857,3.33333333333333,3.66666666666667,3.6,2,3.83333333333333,"Male","ug","not_sure",0,30,1,"no",3,"ankara","more12months",6
"148",148,2,2,2,2,1,1,2,5,1,4,1,2,5,5,5,5,6,2,5,6,2,3,100,2,4,3,3,4,4,3,1,1,3,4,4,4,4,4,4,4,44,3,2,5,1,27,1,1,4,3,1,1,3,65,1.71428571428571,3,5,4.2,3.5,4,"Female","below_ug","artificial",0,43,0,"yes",6,"izmir","more12months",3
"149",150,1,1,1,1,1,1,1,4,2,4,2,2,4,2,2,1,5,3,2,5,6,2,75,2,3,3,2,2,1,2,2,1,4,4,3,4,4,4,4,3,25,3,3,2,5,42,1,1,14,4,1,1,1,75,1,3,1.66666666666667,4.2,2.16666666666667,3.83333333333333,"Female","ug","not_sure",0,58,0,"yes",2,"other","less6months",2
